"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"fl_em_operacao";"SITUAÇÃO";"ATIVIDADE";"TIPOATIVIDADE";"ESTRUTURA BÁSICA";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"COMPLEMENTO";"TELEFONE";"EMAIL_INSTITUCIONAL";"EMAIL_COMERCIAL";"SITE";"DATA GERAÇÃO CERTIFICADO";"DATA VALIDADE CERTIFICADO";"CÓDIGO CERTIFICADO";"CNAE";"SEGMENTOS TURISTICOS";"LINGUAS";"UH";"UHs ACESSÍVEIS";"TOTAL DE LEITOS"
CILEMS-EMPREENDIMENTOS TURISTICOS LTDA;POUSADA VÔ ARTHUR;"01328259000129";Sociedade Empresária Limitada;1996-07-03;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"96790000";RS;Barra do Ribeiro;;Centro;;(51)3482-1137;contato@pousadavoarthur.com.br;contato@pousadavoarthur.com.br;www.pousadavoarthur.com.br;"17/01/2018";"17/01/2020";"01328259000129";"5510801 - HOTÉIS";;;35;29;120
ADELIA RODRIGUES DOS SANTOS;MESSIAS HOTEL;"01331926000122";Empresário (Individual);1996-07-25;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"74063420";GO;Goiânia;Setor Norte Ferroviário;"305";N 42;(62)3229-0646;wellington_eltin33@hotmail.com;wellington_eltin33@hotmail.com;;"08/03/2018";"08/03/2020";"01331926000122";"5510801 - HOTÉIS";;;1;1;18
ADELIA RODRIGUES DOS SANTOS;MESSIAS HOTEL;"01331926000203";Empresário (Individual);2001-05-11;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"74063350";GO;Goiânia;Setor Norte Ferroviário;Contorno;N 1822 QD 164 A LT 02;(62)3224-8494;wellington_eltin33@hotmail.com;wellington_eltin33@hotmail.com;;"08/03/2018";"08/03/2020";"01331926000203";"5510801 - HOTÉIS";;;1;1;10
LIMA & LUZ LTDA;POUSADA AVENIDA;"01351994000153";Sociedade Empresária Limitada;1996-08-07;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"57400000";AL;Pão de Açúcar;;Sem Logradouro;;(82)3624-1551;helvia.maria@hotmail.com;helvia.maria@hotmail.com;;"04/06/2018";"04/06/2020";"01351994000153";"5510801 - HOTÉIS";;;9;1;19
POUSADA ABAIS LTDA;POUSADA ABAIS;"01357679000133";Sociedade Empresária Limitada;1996-08-09;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"49037470";SE;Aracaju;Atalaia;Niceu Dantas;CASA;(79)3226-7750;abais@pousadaabais.com.br;abais@pousadaabais.com.br;;"23/03/2018";"23/03/2020";"01357679000133";"5510802 - APART HOTÉIS";;;30;1;72
TE ADORO HOTEL LTDA;TE ADORO HOTEL;"01358331000160";Sociedade Empresária Limitada;1996-08-06;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"20560001";RJ;Rio de Janeiro;Vila Isabel;Teodoro da Silva;;(21)2577-5366;TEADORO@TEADORO.COM.BR;TEADORO@TEADORO.COM.BR;WWW.TEADORO.COM.BR;"26/01/2018";"26/01/2020";"01358331000160";"5510801 - HOTÉIS";;;84;0;168
HOTEL ZETA LTDA.;ZETA HOTEL;"01389178000139";Sociedade Empresária Limitada;1996-08-12;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"34990000";MG;Nova União;;Sem Logradouro;;(31)3685-6149;zeta.hotel@gmail.com;zeta.hotel@gmail.com;;"15/02/2018";"15/02/2020";"01389178000139";"5510801 - HOTÉIS";; Espanhol | Inglês;56;1;117
A C DE ALMEIDA & CIA LTDA;HITS PANTANAL HOTEL;"01410280000330";Sociedade Empresária Limitada;1999-03-04;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"78125100";MT;Várzea Grande;Centro-Sul;Presidente Arthur Bernardes;- até 757/758;(65)3363-9988;financeiro2@hitspantanal.com.br;financeiro2@hitspantanal.com.br;;"09/03/2018";"09/03/2020";"01410280000330";"5510801 - HOTÉIS";;;106;2;162
POUSADA PORTAL DOS BORBAS LTDA;POUSADA PORTAL DOS BORBAS;"01410493000109";Sociedade Empresária Limitada;1996-08-26;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"23968000";RJ;Angra dos Reis;;RUA GETULIO VARGAS  Nº354;ABRAÃO - ILHA GRANDE;(24)3361-5255;portal.borbas@uol.com.br;portal.borbas@uol.com.br;chagascontabil@uol.com.br;"09/03/2018";"09/03/2020";"01410493000109";"5510801 - HOTÉIS";; Inglês;12;2;12
DEL'FIORI HOTEL LTDA;HOTEL DEL'FIORI;"01414256000108";Sociedade Empresária Limitada;1996-08-29;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"36500000";MG;Ubá;;Sem Logradouro;;(32)3539-4800;delfiorihotel@hotmail.com;delfiorihotel@hotmail.com;;"08/01/2018";"08/01/2020";"01414256000108";"5510801 - HOTÉIS";;;69;0;137
HOTEL ITAIPU LTDA;HOTEL ITAIPU;"01426014000134";Sociedade Empresária Limitada;1975-07-14;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"74075320";GO;Goiânia;Setor Aeroporto;"29 A";;(62)3212-4055;hotelitaipu@hotmail.com;hotelitaipu@hotmail.com;;"15/03/2018";"15/03/2020";"01426014000134";"5510801 - HOTÉIS";;;36;0;50
TAIAMA PLAZA HOTEL LTDA;HOTEL TAIAMÃ;"01427640000145";Sociedade Empresária Limitada;1985-05-15;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"78008000";MT;Cuiabá;Baú;Historiador Rubens de Mendonça;;(65)2121-1000;gerencia@hoteltaiama.com.br;gerencia@hoteltaiama.com.br;;"16/02/2018";"15/02/2020";"01427640000145";"5510801 - HOTÉIS";; Espanhol | Inglês;120;3;269
CAFEZAL PALACE HOTEL LTDA;CAFEZAL PALACE HOTEL;"01450254000174";Sociedade Empresária Limitada;1996-09-25;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"45075220";BA;Vitória da Conquista;Ibirapuera;Serrinha 3003;- de 2906/2907 ao fim;(77)3426-1314;ranns.mendonca@ig.com.br;CAFEZAL@HOTELCAFEZAL.COM.BR;WWW.HOTELCAFEZAL.COM.BR;"26/03/2018";"26/03/2020";"01450254000174";"5510801 - HOTÉIS";; Espanhol | Inglês;27;0;70
MONTE AZUL EMPREENDIMENTOS TURISTICOS LTDA - ME;POUSADA MONTE AZUL;"01453319000135";Sociedade Empresária Limitada;1996-09-27;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"46750000";BA;Mucugê;;Sem Logradouro;;(75)3338-2113;pma@pousadamonteazul.com.br;pma@pousadamonteazul.com.br;;"20/11/2017";"20/11/2019";"01453319000135";"5510801 - HOTÉIS";; Alemão | Espanhol | Inglês;17;0;65
QUEOPS EMPREENDIMENTOS E SERVICOS TURISTICOS LTDA;ALBERGUE PRAIA DO FORTE HOSTEL;"01479154000170";Sociedade Empresária Limitada;1996-10-14;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"48280000";BA;Mata de São João;;Sem Logradouro;;(71)3676-1094;praiadoforte@albergue.com.br;praiadoforte@albergue.com.br;WWW.ALBERGUE.COM.BR;"13/06/2017";"13/06/2019";"01479154000170";"5510801 - HOTÉIS";; Espanhol | Inglês;23;1;100
POUSADA SUITES DO PELO LTDA;Pousada Suites do Pelo;"01487288000133";Sociedade Empresária Limitada;1996-10-17;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"40026030";BA;Salvador;Pelourinho;Ladeira de São Miguel;;(71)3322-4345;suitesdopelo@gmail.com;suitesdopelo@gmail.com;www.suitesdopelo.com;"26/01/2018";"26/01/2020";"01487288000133";"5510801 - HOTÉIS";; Inglês | Italiano;13;0;40
MARIA MADALENA RIBEIRO - CPF 028.209.176-90;HOTEL BOA VISTA                                             ;"01493172000107";Empresário (Individual);1996-10-16;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"35547000";MG;Carmo da Mata;;Sem Logradouro;;(37)3383-1625;;;;"09/03/2018";"09/03/2020";"01493172000107";"5510801 - HOTÉIS";;;20;0;45
PARADISE HOTEL LTDA - ME;PARADISE HOTEL;"01494928000132";Sociedade Empresária Limitada;1996-10-23;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"79051000";MS;Campo Grande;Jardim TV Morena;Eduardo Elias Zahran;;(67)3342-6344;paradisehotelltda@bol.com.br;paradisehotelltda@bol.com.br;www.paradisehotelltda.com.br;"12/01/2018";"12/01/2020";"01494928000132";"5510801 - HOTÉIS";;;29;0;60
R.M.MOREIRA DA COSTA - ME;POUSADA ÁGUA VIVA;"01496533000179";Empresário (Individual);1996-10-24;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"57035500";AL;Maceió;;Sem Logradouro;;(82)3325-2680;consutab@uol.com.br;consutab@uol.com.br;;"25/01/2017";"25/01/2019";"01496533000179";"5590603 - PENSÕES (ALOJAMENTO)";; Espanhol;12;0;24
MARIA DE FATIMA MAIA E SILVA CORDELLA;HOTEL ÁGUAS DO PANTANAL                                     ;"01569946000136";Empresário Individual;1986-04-03;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"79380000";MS;Miranda;;Sem Logradouro;;(67)3242-1242;aguasdopantanal@aguasdopantanal.com.br;aguasdopantanal@aguasdopantanal.com.br;www.aguasdopantanal.com.br;"02/03/2018";"02/03/2020";"01569946000136";"5510801 - HOTÉIS";; Espanhol | Inglês;20;2;60
EMANUEL R DO PRADO;ESTÂNCIA 3 J HOTEL FAZENDA;"01572929000158";Empresário Individual;1996-12-04;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"78175000";MT;Poconé;;Sem Logradouro;;(65)3622-0828;pousada3jhotel@gmail.com;pousada3jhotel@gmail.com;;"06/03/2018";"06/03/2020";"01572929000158";"5510801 - HOTÉIS";; Inglês;20;3;90
HOTEL NACIONAL LTDA;HOTEL NACIONAL;"01641253000107";Sociedade Empresária Limitada;1997-02-03;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"74063350";GO;Goiânia;Setor Norte Ferroviário;Contorno;"631";(62)3212-1174;nachotel@terra.com.br;nachotel@terra.com.br;www.nachotel@terra.com.br;"07/03/2018";"07/03/2020";"01641253000107";"5510801 - HOTÉIS";;;33;2;97
EXPRESS BRASILIA HOSPEDAGEM E TURISMO S/A;CONTINENTAL HOTELARIA E TURISMO LTDA ;"01652106000132";Sociedade Anônima Fechada;1985-08-05;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"70322905";DF;Brasília;Asa Sul;Hotel Continental;;(61)3212-4545;contabil.neb@naoumhoteis.com.br;SIBYLLA_NAOUM@HOTMAIL.COM;WWW.NAOUMHOTEIS.COM.BR;"25/01/2017";"25/01/2019";"01652106000132";"5510801 - HOTÉIS";; Inglês;77;4;121
SOUZA E BRAGA ECO-TURISMO LTDA;POUSADA DAS ARARAS;"01672524000191";Sociedade Empresária Limitada;1997-01-02;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"75820000";GO;Serranópolis;;Rod. GO 184, Esq. c/ GO 206 7KM, Esq. 9 km;Zona Rural;(64)3631-5167;pousadadasararas1@gmail.com;pousadadasararas1@gmail.com;www.pousadadasararas.com;"08/03/2018";"08/03/2020";"01672524000191";"5510801 - HOTÉIS";;;5;0;19
M M VIEIRA ALENCAR;HOTEL REAL;"01675916000104";Empresário (Individual);1997-02-20;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"68675000";PA;Mãe do Rio;;Sem Logradouro;;(91)3444-2037;juliannyalencar@yahoo.com.br;juliannyalencar@yahoo.com.br;;"19/02/2018";"19/02/2020";"01675916000104";"5510801 - HOTÉIS";;;33;0;54
E. ELLER POUSADA LTDA;ECO RESORT SERRA IMPERIAL;"01704464000141";Sociedade Empresária Limitada;1997-02-04;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"28616133";RJ;Nova Friburgo;São Pedro da Serra;Francisco Eller;"855";(22)2542-3300;SIMAO@SERRAIMPERIAL.COM;DANIEL@SERRAIMPERIAL.COM;www.serraimperial.com;"16/03/2018";"16/03/2020";"01704464000141";"5510801 - HOTÉIS";; Português | Inglês;19;0;45
POUSADA CABANAS CAJIBA LTDA;POUSADA CABANAS CAJIBÁ;"01714793000173";Sociedade Empresária Limitada;1997-03-18;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"48280000";BA;Mata de São João;;Sem Logradouro;;(71)3677-1111;cajiba@pousadacajiba.com.br;cajiba@pousadacajiba.com.br;www.pousadacajiba.com.br;"21/06/2017";"21/06/2019";"01714793000173";"5510801 - HOTÉIS";; Espanhol;13;2;39
HOLTEL POUSADA ACONCHEGO'S LTDA;HOTEL POUSADA ACONCHEGO'S;"01718221000162";Sociedade Empresária Limitada;1997-03-21;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"58865000";PB;São Bento;;Sem Logradouro;;(83)3444-2514;HOTELACONCHEGOS@HOTMAIL.COM;HOTELACONCHEGOS@HOTMAIL.COM;www.hotelaconchegos.com.br;"27/03/2018";"27/03/2020";"01718221000162";"5510801 - HOTÉIS";;;40;1;100
ANA MARIA PEREIRA LEITE;O FEITICO CAICARA POUSADA;"01750483000104";Empresário Individual;1997-03-25;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"23950700";RJ;Angra dos Reis;Praia Vermelha (Mambucaba);Procurador Haroldo Fernandes Duarte;;(24)3362-2121;FEITICOCAICARA@FEITICOCAICARA.COM.BR;FEITICOCAICARA@FEITICOCAICARA.COM.BR;WWW.FEITICOCACIARA.COM.BR;"28/03/2018";"28/03/2020";"01750483000104";"5510801 - HOTÉIS";; Espanhol;18;3;30
SARAIVA ADMINISTRACAO HOTELEIRA LTDA;POUSADA MINAS GERAIS;"01751694000161";Sociedade Empresária Limitada;1997-04-02;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"35400000";MG;Ouro Preto;;Sem Logradouro;;(31)3551-5506;reservas@pousadaminasgerais.com.br;reservas@pousadaminasgerais.com.br;;"22/01/2018";"22/01/2020";"01751694000161";"5510801 - HOTÉIS";; Alemão | Inglês;19;5;38
LEOPOLDINA & FILHAS LTDA;INCOMOL PARK HOTEL;"01754677000188";Sociedade Empresária Limitada;1997-03-24;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"88600000";SC;São Joaquim;;Sem Logradouro;;(49)3233-0980;hotel.incomol@gmail.com;hotel.incomol@gmail.com;WWW.HOTELINCOMOL.COM.BR;"10/01/2018";"10/01/2020";"01754677000188";"5510801 - HOTÉIS";;;38;0;85
BELVEDERE HOTEIS E TURISMO LTDA;HOTEL MOHALLEM;"01756639000164";Sociedade Empresária Limitada;1997-03-26;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"37900012";MG;Passos;Centro;Sete de Setembro;;(35)3521-2308;RESERVAS@HOTELMOHALLEM.COM.BR;RESERVAS@HOTELMOHALLEM.COM.BR;WWW.HOTELMOHALLEM.COM.BR;"30/05/2017";"30/05/2019";"01756639000164";"5510801 - HOTÉIS";;;39;1;131
COMERCIO E PENSAO BARRA SOL LTDA;POUSADA BARRA SOL;"01761629000117";Sociedade Empresária Limitada;1997-03-27;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"22641002";RJ;Rio de Janeiro;Itanhangá;da Barra da Tijuca;;(21)2492-1190;ricosombra@me.com;ricosombra@me.com;www.pousadabarrasol.com.br;"03/01/2018";"03/01/2020";"01761629000117";"5510801 - HOTÉIS";; Espanhol | Inglês;10;0;30
MARIANNE DA SILVA PRADO;ESPAÇO KALEVALE;"01774562000155";Empresário (Individual);1997-04-14;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"37680000";MG;Gonçalves;;Sem Logradouro;;(35)3654-1292;KALEVALABRASIL@UOL.COM.BR;KALEVALABRASIL@UOL.COM.BR;;"30/01/2018";"30/01/2020";"01774562000155";"5510801 - HOTÉIS";; Francês | Inglês;10;0;40
POUSADA DO TOBY LTDA;POUSADA DO TOBY;"01781224000140";Sociedade Empresária Limitada;1997-04-24;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"62800000";CE;Aracati;;Rua Leandro Bezerra 149;;(88)3421-7094;financeiro@pousadadotoby.com;financeiro@pousadadotoby.com;;"07/03/2018";"07/03/2020";"01781224000140";"5590699 - OUTROS ALOJAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE";;;30;30;75
ESTALAGEM VILA SUZANA LTDA;ESTALAGEM VILA SUZANA;"01787359000113";Sociedade Empresária Limitada;1997-02-01;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"95680000";RS;Canela;;Sem Logradouro;;(54)3282-8787;estalagem@vilasuzana.com.br;estalagem@vilasuzana.com.br;www.vilasuzana.com.br;"22/03/2018";"22/03/2020";"01787359000113";"5510801 - HOTÉIS";; Espanhol;24;0;60
VERALICE KAMLA FAINA BRAGA;POUSADA TERRA DOCE;"01788709000166";Empresário (Individual);1997-04-18;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"48280000";BA;Mata de São João;;Sem Logradouro;;(71)3677-1162;pousada@terradoce.com.br;pousada@terradoce.com.br;www.terradoce.com.br;"27/06/2017";"27/06/2019";"01788709000166";"5510801 - HOTÉIS";; Espanhol | Inglês;14;0;41
POUSADA DOS CORAIS LTDA;POUSADA DOS CORAIS;"01805460000150";Sociedade Empresária Limitada;1997-03-24;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"29965000";ES;Itaúnas;;Sem Logradouro;;(27)3762-5200;pousadadoscorais@pousadadoscorais.com.br;pousadadoscorais@pousadadoscorais.com.br;www.pousadadoscorais.com.br;"11/01/2018";"11/01/2020";"01805460000150";"5510801 - HOTÉIS";; Inglês;15;0;33
ZENEIDE VIEIRA DE L. SANTOS EIRELI;MAGNA HOTEL;"01887905000198";Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);1997-06-11;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"69303465";RR;Boa Vista;São Vicente;Nossa Senhora da Consolata;;(95)3624-8983;jmasmagno@yahoo.com.br;jmasmagno@yahoo.com.br;;"31/01/2018";"31/01/2020";"01887905000198";"5510801 - HOTÉIS";; Espanhol;14;1;28
POUSADA DO MARUJO LTDA;POUSADA DO MARUJO;"01909115000166";Sociedade Empresária Limitada;1997-06-11;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"28890000";RJ;Rio das Ostras;;Sem Logradouro;;(22)2764-1611;POUSADADOMARUJO@UOL.COM.BR;POUSADADOMARUJO@UOL.COM.BR;www.pousadadomarujo.com.br;"18/01/2018";"18/01/2020";"01909115000166";"5510801 - HOTÉIS";; Espanhol | Inglês;25;0;53
LAIS MOREIRA SOARES;HOTEL UNIÃO                                                 ;"01921092000105";Empresário (Individual);1997-06-23;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"38440212";MG;Araguari;Centro;Constituição;;(34)3241-4529;;;;"09/03/2018";"09/03/2020";"01921092000105";"5510801 - HOTÉIS";;;18;0;35
HOTEL RIO BRANCO LTDA.;HOTEL RIO BRANCO;"01941588000140";Sociedade Empresária Limitada;1997-03-01;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"74075320";GO;Goiânia;Setor Aeroporto;"29 A";;(62)3225-8840;contato@hotelriobranco.net;administrativo@hotelriobranco.net;www.hotelriobranco.net;"08/03/2018";"08/03/2020";"01941588000140";"5510801 - HOTÉIS";;;30;1;52
M DE N N BARROS POUSADA DA PRAIA;POUSADA DA PRAIA;"02060973000141";Empresário (Individual);1997-08-27;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"65065240";MA;São Luís;Olho D'Água;dos Magistrados;;(98)3248-2047;POUSADADAPRAIA@ELO.COM.BR;POUSADADAPRAIA@ELO.COM.BR;WWW.POUSADAPRAIA.COM.BR;"20/12/2017";"20/12/2019";"02060973000141";"5590699 - OUTROS ALOJAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE";; Inglês;16;1;60
SANGROH HOTEL EMPREENDIMENTOS GERAIS LTDA;LOVE´S DAY;"02080294000134";Sociedade Empresária Limitada;1997-08-18;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"30120020";MG;Belo Horizonte;Centro;Paraná;;(31)3201-0181;;;;"06/03/2018";"06/03/2020";"02080294000134";"5510801 - HOTÉIS";;;27;0;27
HOTEL CAICARA DE ITAPERUNA LTDA;HOTEL CAIÇARA;"02083235000110";Sociedade Empresária Limitada;1997-07-23;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"28300000";RJ;Itaperuna;;Sem Logradouro;;(22)3822-1328;ROSANGELA@HOTELCAICARA.COM.BR;ROSANGELA@HOTELCAICARA.COM.BR;WWW.HOTELCAICARA.COM.BR;"09/01/2018";"09/01/2020";"02083235000110";"5510801 - HOTÉIS";; Espanhol;41;;88
POUSADA ECLIPSE PARATY LTDA;POUSADA ECLIPSE;"02098120000107";Sociedade Empresária Limitada;1997-08-22;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"23970000";RJ;Paraty;;Sem Logradouro;;(24)3371-2168;RESERVA@POUSADAECLIPSE.COM.BR;RESERVA@POUSADAECLIPSE.COM.BR;WWW.POUSADAELIPSE.COM.BR;"01/02/2018";"01/02/2020";"02098120000107";"5510801 - HOTÉIS";; Espanhol | Inglês;46;0;120
CENTRAL EMPREENDIMENTOS HOTELEIROS LTDA - ME;CENTRAL EMPREENDIMENTOS HOTELEIROS LTDA ME;"02109712000179";Sociedade Empresária Limitada;1997-09-12;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"45015050";BA;Vitória da Conquista;;Sem Logradouro;;(77)4009-5050;HOTELCENTRAL.BA@GLOBO.COM;HOTELCENTRAL.BA@GLOBO.COM;WWW.HOTELCENTRAL-BA.COM;"20/10/2017";"20/10/2019";"02109712000179";"5510801 - HOTÉIS";;;48;1;150
HOTEL POUSADA DO BURITI LTDA;POUSADA DO BURITI;"02121733000100";Sociedade Empresária Limitada;1997-09-02;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"65590000";MA;Barreirinhas;;Sem Logradouro;;(98)3349-1800;gerencia@pousadadoburiti.com.br;gerencia@pousadadoburiti.com.br;www.pousadadoburiti.com.br;"10/01/2018";"10/01/2020";"02121733000100";"5510801 - HOTÉIS";; Inglês;33;3;70
ORIENTE OCIDENTE COMERCIO VAREJISTA DE ANTIGUIDADES, ARTESANATOS, VESTUARIO, OBJETOS DE ARTE E ACESSORIOS, POUSADA E LANCHONETE LTDA;CASA PETUNIA;"02123996000158";Sociedade Empresária Limitada;1997-08-29;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"40140100";BA;Salvador;Barra;Engenheiro Milton Oliveira;;(71)3267-1107;CASAPETUNIA@GMAIL.COM;CASAPETUNIA@GMAIL.COM;;"26/03/2018";"26/03/2020";"02123996000158";"5510801 - HOTÉIS";; Inglês;11;0;11
DALVA MONTIJO TAVEIRA;HOTEL POUSADA MARISTA;"02135291000150";Empresário Individual;1986-06-12;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"74175080";GO;Goiânia;Setor Marista;"1124";;(62)3281-5556;hotelpousadamarista@yahoo.com.br;hotelpousadamarista@yahoo.com.br;hotelpousadamarista@yahoo.com.br;"09/03/2018";"09/03/2020";"02135291000150";"5590699 - OUTROS ALOJAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE";;;8;1;16
ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA;ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA;"02223966003643";Sociedade Empresária Limitada;2003-10-03;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"51011000";PE;Recife;Pina;Boa Viagem;;(81)2121-2626;controller.rdre@atlanticahotels.com.br;controller.rdre@atlanticahotels.com.br;WWW.ATLANTICAHOTELS.COM.BR;"26/03/2018";"26/03/2020";"02223966003643";"5510802 - APART HOTÉIS";; Espanhol | Inglês | Italiano;232;8;410
ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA;ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA;"02223966004020";Sociedade Empresária Limitada;2004-08-26;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"14403068";SP;Franca;Jardim Santana;Miguel Sábio de Mello;;(16)2103-5100;CONTROLLER.CFR@ATLANTICAHOTELS.COM.BR;CONTROLLER.CFR@ATLANTICAHOTELS.COM.BR;;"17/01/2018";"17/01/2020";"02223966004020";"5510801 - HOTÉIS";; Espanhol | Inglês;114;2;228
ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA;GO INN JAGUARE;"02223966004887";Sociedade Empresária Limitada;2007-02-15;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"05346000";SP;São Paulo;Jaguaré;Avenida Jaguaré;;(11)3716-2656;ggeral.gij@atlanticahotels.com.br;ggeral.gij@atlanticahotels.com.br;www.atlanticahotels.com.br;"11/05/2018";"11/05/2020";"02223966004887";"5510801 - HOTÉIS";; Espanhol | Inglês;241;5;500
ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA;COPACABANA HOTEL RESIDENCIA;"02223966005182";Sociedade Empresária Limitada;2007-07-03;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"22040002";RJ;Rio de Janeiro;Copacabana;Barata Ribeiro;;(21)3622-5204;contasareceber.copa@atlanticahostels.com.br;contasareceber.copa@atlanticahostels.com.br;WWW.ATLANTICAHOTELS.COM.BR;"05/02/2018";"05/02/2020";"02223966005182";"5510801 - HOTÉIS";; Espanhol | Inglês;77;1;154
ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA;CONFORT HOTEL & SUITES TAGUATINGA;"02223966005425";Sociedade Empresária Limitada;2008-10-23;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"72011000";DF;Brasília;Taguatinga Centro (Taguatinga);Hoteleiro;;(61)2191-2700;ppcontabil@terra.com.br;ppcontabil@terra.com.br;;"13/04/2018";"13/04/2020";"02223966005425";"5510802 - APART HOTÉIS";; Espanhol | Inglês;169;169;169
ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA;COMFORT INN TAGUATINGA;"02223966005506";Sociedade Empresária Limitada;2008-10-23;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"72011000";DF;Brasília;Taguatinga Centro (Taguatinga);Hoteleiro;;"2191-1700";controler.cht@atlanticahotels.com.br;GGERAL.CIT@ATLANTICAHOTELS.COM.BR;WWW.ATLANTICAHOTELS.COM.BR;"04/11/2016";"04/11/2018";"02223966005506";"5510802 - APART HOTÉIS";; Inglês;190;1;380
ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA;COMFORT SUITES BRASÍLIA;"02223966005778";Sociedade Empresária Limitada;2008-10-23;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"70710934";DF;Brasília;Asa Norte;Victória Flat;;(61)3424-6000;ggeral.csb@atlaticahotels.com.br;ggeral.csb@atlaticahotels.com.br;;"11/10/2016";"11/10/2018";"02223966005778";"5510802 - APART HOTÉIS";; Espanhol | Francês | Inglês;188;1;188
